id,name,owner,geom,building_type,built_date,replaced_date,built_date_confidence_pct,replaced_date_confidence_pct,source,timewalk_notes,street_address,num_floors,material,roof_type,fire_damage,confidence_notes,house_number,address_generated,building_type_original,building_color,timewalk_id,live_model_id
1324,\N,\N,0106000020110F000001000000010300000001000000070000000000B2518B6D5FC100001052F2F45241000084BE8C6D5FC10000B0C2F3F45241000036108D6D5FC100004015F4F4524100004A82896D5FC100007899F7F452410000BA30896D5FC100001047F7F452410000C4C3876D5FC1000050D6F5F452410000B2518B6D5FC100001052F2F45241,residential_poor,\N,\N,\N,\N,period_defaults_v2_stokes,\N,89 Liberty Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",89,t,commercial_middle,#8B5E3C,tw_1776_01M08HMQZTHGTGQNQTGHS70ZTY,\N
1325,\N,\N,0106000020110F0000010000000103000000010000000F00000000004A84266D5FC1000058560BF5524100008C29286D5FC1000050B70CF55241000075CC296D5FC10000F8150EF552410000702E286D5FC1000098DF0FF552410000678D266D5FC1000080AC11F5524100005FEB246D5FC10000807A13F552410000A704246D5FC10000807914F552410000AA911F6D5FC10000F87210F5524100006878206D5FC10000F0730FF552410000592B216D5FC1000030AE0EF552410000C907216D5FC1000048900EF552410000615A206D5FC1000048FF0DF552410000BB33246D5FC10000F86409F552410000A5E2246D5FC1000040F709F5524100004A84266D5FC1000058560BF55241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,7 Gold Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",7,t,residential_middle,#A8C84A,tw_1776_01M08HMQZTKVE8KN83E7ESEBHS,\N
1328,\N,\N,0106000020110F0000010000000103000000010000000900000000001F9B356D5FC10000383F44F55241000026B2346D5FC10000701E43F552410000E822346D5FC10000E86C42F55241000048CE386D5FC1000058A83EF5524100009A5D396D5FC10000F8593FF5524100009E473A6D5FC10000107C40F552410000B4EA3A6D5FC10000184741F5524100000D3D366D5FC10000D00845F5524100001F9B356D5FC10000383F44F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,33 Beekman Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",33,t,industrial,#8B5E3C,tw_1776_01M08HMQZTB0X6JWR5NJ5QD0N5,\N
1329,\N,Gilford Samuel,0106000020110F00000100000001030000000100000007000000000086E3BB6D5FC10000689C68F45241000082DABC6D5FC1000008D467F452410000D272BD6D5FC10000107467F452410000C2D8BF6D5FC10000D8426BF452410000D87ABF6D5FC10000007E6BF45241000068B9BE6D5FC10000F01A6CF45241000086E3BB6D5FC10000689C68F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,11 S William Street,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 77 S William Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",11,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZT8JQ7NYKXQ136PR9J,\N
1330,\N,Hon,0106000020110F000001000000010300000001000000050000000000F275D06D5FC10000C05D36F452410000B8B9D06D5FC10000E0DA38F452410000EEC0CB6D5FC10000806239F452410000287DCB6D5FC1000060E536F452410000F275D06D5FC10000C05D36F45241,commercial_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,58 Broad Street,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 8 Broad Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",58,t,residential_wealthy,#D4AF37,tw_1776_01M08HMQZTA0G1VW1PP6CVNEWN,\N
1333,\N,\N,0106000020110F0000010000000103000000010000000900000000002AB5576D5FC1000030CBD1F45241000072DA566D5FC1000048F8D2F4524100003257566D5FC1000040ADD3F452410000C07B516D5FC100008827D0F4524100005EFF516D5FC100000872CFF45241000066DA526D5FC100008044CEF4524100001A5E536D5FC10000288FCDF4524100001239586D5FC100009015D1F4524100002AB5576D5FC1000030CBD1F45241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,16 Gold Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",16,t,commercial_middle,#A8C84A,tw_1776_01M08HMQZTT92NGQJX4HF63F3Z,\N
1334,\N,Macabee Mrs.,0106000020110F000001000000010300000001000000090000000000B51CF96C5FC100008006E7F45241000053CCF76C5FC10000D0CCE7F452410000C833F76C5FC10000A826E8F45241000043AAF46C5FC10000B0D7E3F4524100007B42F56C5FC10000087EE3F4524100002894F66C5FC10000F8B6E2F452410000C5A8F76C5FC10000E814E2F452410000D22FFA6C5FC100005065E6F452410000B51CF96C5FC100008006E7F45241,residential_poor,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,53 Pearl Street/ Queen Street,1,wood_frame,shed,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 142 Pearl Street/ Queen Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",53,t,docks,#8B5E3C,tw_1776_01M08HMQZT6JCW60CS17X2E0RA,\N
1339,\N,\N,0106000020110F000001000000010300000001000000070000000000EA4A8B6D5FC10000E8296CF5524100008EF88C6D5FC10000300E6DF552410000A4278A6D5FC10000805A72F552410000989B886D5FC10000108871F5524100009A34886D5FC10000B05771F55241000092C18A6D5FC1000060E96BF552410000EA4A8B6D5FC10000E8296CF55241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,40 Vesey Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",40,t,commercial_middle,#A8C84A,tw_1776_01M08HMQZT8TN4MRWQ7MRSYATY,\N
1342,\N,\N,0106000020110F0000010000000103000000010000000B00000000009C5B6C6D5FC10000289863F452410000CA16686D5FC1000038C35EF452410000A213686D5FC10000A8BF5EF452410000D8056A6D5FC1000048005DF45241000048956A6D5FC10000787F5CF45241000044236B6D5FC1000040015CF4524100006E606C6D5FC1000050E75AF452410000C6B26F6D5FC1000008A45EF452410000EC1C6F6D5FC1000040295FF452410000D41A706D5FC10000A84860F4524100009C5B6C6D5FC10000289863F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v2_stokes,\N,16 Major Alley,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",16,t,residential_middle,#2ECC71,tw_1776_01M08HMQZTG5VCM7CNT28TKF9E,\N
1343,\N,\N,0106000020110F000001000000010300000001000000050000000000BAADC56D5FC1000078E424F452410000E820C76D5FC10000A87A24F4524100009E16C86D5FC1000048D827F45241000072A3C66D5FC10000204228F452410000BAADC56D5FC1000078E424F45241,commercial_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,34 Orange Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",34,t,residential_middle,#E8871A,tw_1776_01M08HMQZTE151YRBBN5SJ0V35,\N
1367,\N,\N,0106000020110F000001000000010300000001000000070000000000C2FCEC6C5FC10000383789F55241000091B5EB6C5FC10000008989F552410000DCBEEA6C5FC1000018C789F5524100001E48E96C5FC1000080F583F552410000E63FEA6C5FC1000028B783F5524100005088EB6C5FC10000106583F552410000C2FCEC6C5FC10000383789F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,90 Bowery Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",90,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZTKJ6RQP6BA758ZEJ4,\N
1369,\N,Ruffel Jofeph,0106000020110F000001000000010300000001000000070000000000C304146D5FC10000C0B5DCF45241000011FF146D5FC10000D83CDCF4524100002CE8156D5FC10000C8CBDBF4524100006686186D5FC10000D831E1F452410000459C176D5FC1000068A3E1F452410000E0A0166D5FC10000D81CE2F452410000C304146D5FC10000C0B5DCF45241,residential_middle,\N,\N,\N,\N,1786_NYC_Directory,\N,27 Pearl Street/ Queen Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 121 Pearl Street/ Queen Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",27,t,residential_middle,#A8C84A,tw_1776_01M08HMQZTJFZV4C5YHCV2ZXKW,\N
1371,\N,"merchants,",0106000020110F0000010000000103000000010000000D0000000000B761CF6C5FC1000078924FF55241000061BACD6C5FC10000104650F5524100000314CC6C5FC1000040F950F552410000166FCA6C5FC10000D0AB51F552410000A944C96C5FC10000782A52F5524100007DB4C76C5FC10000E87B4EF5524100001EDFC86C5FC1000028FD4DF5524100001984CA6C5FC10000904A4DF552410000752ACC6C5FC1000060974CF552410000CCD1CD6C5FC10000C8E34BF5524100004D12CF6C5FC10000D05B4BF55241000032A2D06C5FC10000800A4FF552410000B761CF6C5FC1000078924FF55241,industrial,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,34 Van Water Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 69 Van Water Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",34,t,residential_poor,#808080,tw_1776_01M08HMQZTK2E3Y2QED39X19AK,\N
1372,\N,\N,0106000020110F000001000000010300000001000000090000000000C672E36D5FC10000904929F5524100002A1DE26D5FC10000387D28F55241000068CCE16D5FC10000E84C28F552410000545DE46D5FC10000580224F55241000036AEE46D5FC10000B83224F552410000C203E66D5FC1000008FF24F552410000866DE66D5FC10000483E25F55241000090DCE36D5FC10000D08829F552410000C672E36D5FC10000904929F55241,residential_poor,\N,\N,\N,\N,great_fire_spatial_analysis,\N,13 Liberty Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",13,t,docks,#8B5E3C,tw_1776_01M08HMQZT9283NQB5RP4904YA,\N
1373,\N,Sickles Henry,0106000020110F0000010000000103000000010000001400000000002658BC6D5FC1000048EB56F452410000F0AFBA6D5FC10000607453F452410000681FB96D5FC10000784550F452410000605DBA6D5FC10000C8E04FF4524100009A9DBB6D5FC10000607B4FF45241000092DEBC6D5FC10000B8154FF452410000CC1EBE6D5FC1000050B04EF452410000C85CBF6D5FC10000984B4EF452410000F876C16D5FC10000B8A34DF452410000C081C26D5FC1000018FB50F4524100007669C06D5FC1000060A251F452410000522DBF6D5FC10000800652F452410000B80DBE6D5FC10000906152F4524100009C5BBE6D5FC10000700453F4524100008044C06D5FC10000A0AF52F4524100001241C26D5FC10000685752F45241000030DAC26D5FC1000038CA55F452410000A6DDC06D5FC10000702256F452410000D698BE6D5FC10000308756F4524100002658BC6D5FC1000048EB56F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,114 Broad Street,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 26 Broad Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",114,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZTAJSHM5CSQ3QM7808,\N
1374,\N,\N,0106000020110F00000100000001030000000100000007000000000084DAEA6C5FC10000206031F55241000039F9EB6C5FC10000185A30F5524100006382EC6C5FC1000000DD2FF5524100004237F06C5FC1000038ED33F55241000091AEEF6C5FC10000E86934F5524100004E90EE6C5FC10000886F35F55241000084DAEA6C5FC10000206031F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,3 Jacob Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",3,t,industrial,#8B5E3C,tw_1776_01M08HMQZTB5BQ21HANJ70QYVY,\N
1375,\N,\N,0106000020110F00000100000001030000000100000009000000000030CD826D5FC1000020F1E3F452410000F88B816D5FC10000708CE2F4524100001639816D5FC100006830E2F4524100004EF0846D5FC10000E8D7DEF4524100001A43856D5FC10000D833DFF4524100006084866D5FC100009898E0F452410000A62C876D5FC100007853E1F4524100009275836D5FC1000020ACE4F45241000030CD826D5FC1000020F1E3F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v2_stokes,\N,12 Liberty Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",12,t,commercial_middle,#2ECC71,tw_1776_01M08HMQZT917W42AT1CM96DZT,\N
1376,\N,Sherred S.,0106000020110F000001000000010300000001000000050000000000B6A2CD6D5FC10000A0B296F452410000B43FCD6D5FC1000008BE98F452410000845AC76D5FC1000048A097F45241000086BDC76D5FC10000E09495F452410000B6A2CD6D5FC10000A0B296F45241,residential_wealthy,\N,\N,\N,\N,1786_NYC_Directory,\N,78 Broad Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 14 Broad Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",78,t,commercial_middle,#2ECC71,tw_1776_01M08HMQZTRMHJDJ0300BYDA9V,\N
1377,\N,\N,0106000020110F000001000000010300000001000000070000000080DE985F6C5FC1000000C7F7F55241000094A95E6C5FC100009058F7F55241004009C2606C5FC1000068CEF2F55241008040B1616C5FC10000D03CF3F5524100405353626C5FC10000A087F3F552410040DB3A606C5FC10000C011F8F552410080DE985F6C5FC1000000C7F7F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,3 Bayard Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",3,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZTFRDV7CHC7TH03RBN,\N
1378,\N,\N,0106000020110F0000010000000103000000010000000700000000004092B96D5FC10000B84353F55241000070C3BA6D5FC10000780054F552410000929BB76D5FC10000E01A59F552410000326AB66D5FC10000005E58F552410000906FB56D5FC10000F0C257F5524100009297B86D5FC10000A0A852F5524100004092B96D5FC10000B84353F55241,residential_middle,\N,\N,\N,\N,great_fire_spatial_analysis,\N,14 Dey Street / Deyes Street,2,wood_frame,gabled,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",14,t,residential_poor,#A8C84A,tw_1776_01M08HMQZTA8A64SBHS25QFXQ6,\N
1379,\N,Hunt T.,0106000020110F00000100000001030000000100000007000000000088CE4D6D5FC10000F8198CF452410000D6994C6D5FC10000E8368DF452410000B435496D5FC10000488A89F4524100004A6A4A6D5FC10000786D88F452410000D6E24A6D5FC1000028FE87F45241000020474E6D5FC10000A0AA8BF45241000088CE4D6D5FC10000F8198CF45241,residential_middle,\N,\N,\N,\N,1786_NYC_Directory,\N,184 Water Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 104 Water Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",184,t,residential_middle,#A8C84A,tw_1776_01M08HMQZT7VP938S1HKEG4N2X,\N
1381,\N,\N,0106000020110F000001000000010300000001000000070000000000564A236D5FC10000684715F552410000D16A226D5FC10000703E16F552410000DDF71D6D5FC10000E03712F5524100005CD71E6D5FC10000E04011F552410000AA911F6D5FC10000F87210F5524100009D04246D5FC10000887914F552410000564A236D5FC10000684715F55241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,9 Gold Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",9,t,residential_middle,#A8C84A,tw_1776_01M08HMQZT2YVAF9NMYY9C4JAG,\N
1383,\N,Crosbey Dr,0106000020110F0000010000000103000000010000000C00000000000447BB6D5FC1000038BA04F5524100000603BA6D5FC10000A0C006F5524100007E9DB96D5FC10000106307F5524100005EF3B46D5FC10000107904F5524100000C59B56D5FC1000060D603F55241000086A1B56D5FC10000686203F552410000DE26B56D5FC1000018F702F55241000016C6B86D5FC1000088D3FEF452410000F872BC6D5FC10000B00A02F552410000DCC6BC6D5FC10000185402F552410000B488BC6D5FC1000090B702F5524100000447BB6D5FC1000038BA04F55241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,29 Cedar Street / Little Queen - Queen Street,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 59 Cedar Street / Little Queen - Queen Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",29,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZTBYNVTD01JVHPW4JA,\N
1384,\N,\N,0106000020110F0000010000000103000000010000000E0000000000480C316D5FC10000002D3DF5524100008A91326D5FC10000A8223BF55241000044C4336D5FC10000108739F552410000C293386D5FC10000101D3DF552410000BE16386D5FC10000D0C43DF5524100008673386D5FC10000D8373EF55241000048CE386D5FC1000058A83EF552410000D522346D5FC10000D06C42F5524100000DC8336D5FC1000048FC41F55241000068DD326D5FC1000068D940F5524100004FF3316D5FC1000040B73FF552410000DD0A316D5FC1000018973EF552410000567F306D5FC1000020EA3DF552410000480C316D5FC10000002D3DF55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,37 Beekman Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",37,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZTNGBYK1SH8C8246R8,\N
1385,\N,Lock,0106000020110F000001000000010300000001000000070000000000D272BD6D5FC10000107467F452410000124FBE6D5FC1000050E966F45241000072A0BE6D5FC10000F0B566F4524100007207C16D5FC1000008846AF452410000A6B5C06D5FC10000B0B76AF452410000C2D8BF6D5FC10000D8426BF452410000D272BD6D5FC10000107467F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,9 S William Street,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 74 S William Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",9,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZTY9GHYSD69QEV9R25,\N
1386,\N,Muligan H.,0106000020110F0000010000000103000000010000000C0000000000B8B9D06D5FC10000E0DA38F452410000261AD16D5FC1000058653CF452410000CA43D16D5FC10000B8EC3DF4524100002249D06D5FC10000784B3EF452410000247BCE6D5FC1000008FA3EF452410000DCA9CC6D5FC10000F0A93FF4524100007A51CC6D5FC1000058CB3FF452410000288DCA6D5FC10000E81D3BF45241000040E5CA6D5FC10000A0FC3AF45241000060E2CB6D5FC10000F09C3AF452410000EEC0CB6D5FC10000806239F452410000B8B9D06D5FC10000E0DA38F45241,residential_middle,\N,\N,\N,\N,1786_NYC_Directory,\N,68 Pearl Street/ Queen Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 23 Pearl Street/ Queen Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",68,t,commercial_middle,#A8C84A,tw_1776_01M08HMQZTJKG7FFFD39F7T72R,\N
1389,\N,\N,0106000020110F00000100000001030000000100000007000000000088F1556D5FC100007039D4F4524100006A46556D5FC10000784BD5F452410000762F506D5FC10000181ED2F452410000E0F6506D5FC10000C0DED0F452410000C07B516D5FC100008827D0F4524100003257566D5FC1000040ADD3F45241000088F1556D5FC100007039D4F45241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,20 Gold Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",20,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZTRM0QB68F9P6FDDTA,\N
1390,\N,Macabee Mrs.,0106000020110F0000010000000103000000010000000900000000005F7AF66C5FC10000E093E8F4524100007728F56C5FC10000F05AE9F452410000DAD9F46C5FC100003889E9F4524100003150F26C5FC10000603AE5F452410000DF9EF26C5FC10000080CE5F452410000B5F0F36C5FC100000045E4F45241000043AAF46C5FC10000B0D7E3F452410000D733F76C5FC10000A026E8F4524100005F7AF66C5FC10000E093E8F45241,residential_middle,\N,\N,\N,\N,1786_NYC_Directory,\N,55 Pearl Street/ Queen Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 142 Pearl Street/ Queen Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",55,t,residential_middle,#A8C84A,tw_1776_01M08HMQZTFH5ERZEYBTJQHXDX,\N
1394,\N,\N,0106000020110F00000100000001030000000100000007000000000030864B6D5FC1000008DE01F6524100002063496D5FC10000B89400F6524100002CF74B6D5FC10000084CFCF5524100005C1A4E6D5FC100006895FDF55241000094A74F6D5FC100009084FEF55241000042134D6D5FC1000018CD02F65241000030864B6D5FC1000008DE01F65241,residential_poor,\N,\N,\N,\N,period_defaults_v2_stokes,\N,2 Duane Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",2,t,commercial_middle,#8B5E3C,tw_1776_01M08HMQZTSTEME45MXNVF6M33,\N
1395,\N,\N,0106000020110F000001000000010300000001000000070000000000387C8D6D5FC1000028546DF55241000064D18E6D5FC1000058096EF552410000EA008C6D5FC10000E05573F552410000A8AB8A6D5FC10000A8A072F552410000A4278A6D5FC10000805A72F5524100008EF88C6D5FC10000300E6DF552410000387C8D6D5FC1000028546DF55241,residential_poor,\N,\N,\N,\N,period_defaults_v2_stokes,\N,38 Vesey Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",38,t,commercial_middle,#8B5E3C,tw_1776_01M08HMQZTJK1PE9TGGHN2EHX9,\N
