id,block_id,on_plate,alignment_class,cell_class,block_coverage_class,split,negatives_allowed_in_block
1381,72,True,aligned,loose_placement,partial,train,False
1383,27,True,weak_ink_support,loose_placement,partial,train,False
1384,118,True,weak_ink_support,traced_merged_cells,partial,train,False
1385,67,True,weak_ink_support,loose_placement,partial,train,False
1386,13,True,modern_proxy_suspect,loose_placement,exhaustive,train,True
1389,29,True,weak_ink_support,loose_placement,partial,train,False
1390,10,True,weak_ink_support,loose_placement,sparse,train,False
1394,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1395,89,True,weak_ink_support,loose_placement,partial,train,False
1399,69,True,weak_ink_support,loose_placement,sparse,train,False
1423,152,True,weak_ink_support,loose_placement,exhaustive,val,True
1425,44,True,weak_ink_support,loose_placement,sparse,train,False
1427,1,True,weak_ink_support,loose_placement,partial,val,False
1428,162,True,weak_ink_support,loose_placement,sparse,train,False
1429,64,True,weak_ink_support,loose_placement,partial,train,False
1430,19,True,aligned,loose_placement,sparse,train,False
1431,26,True,aligned,traced_single_cell,partial,train,False
1432,66,True,weak_ink_support,loose_placement,partial,train,False
1434,87,True,weak_ink_support,loose_placement,partial,train,False
1435,170,True,weak_ink_support,loose_placement,partial,train,False
1437,72,True,aligned,traced_single_cell,partial,train,False
1440,118,True,weak_ink_support,loose_placement,partial,train,False
1441,67,True,aligned,loose_placement,partial,train,False
1442,13,True,aligned,traced_single_cell,exhaustive,train,True
1445,29,True,weak_ink_support,loose_placement,partial,train,False
1446,10,True,weak_ink_support,loose_placement,sparse,train,False
1449,23,True,aligned,loose_placement,partial,train,False
1451,89,True,weak_ink_support,loose_placement,partial,train,False
1455,69,True,weak_ink_support,loose_placement,sparse,train,False
1479,152,True,weak_ink_support,loose_placement,exhaustive,val,True
1481,44,True,weak_ink_support,loose_placement,sparse,train,False
1483,1,True,weak_ink_support,loose_placement,partial,val,False
1484,162,True,weak_ink_support,loose_placement,sparse,train,False
1485,64,True,weak_ink_support,loose_placement,partial,train,False
1486,19,True,weak_ink_support,loose_placement,sparse,train,False
1487,26,True,aligned,traced_merged_cells,partial,train,False
1488,66,True,weak_ink_support,loose_placement,partial,train,False
1490,87,True,weak_ink_support,loose_placement,partial,train,False
1491,170,True,weak_ink_support,loose_placement,partial,train,False
1492,130,True,weak_ink_support,loose_placement,partial,train,False
1493,72,True,aligned,loose_placement,partial,train,False
1496,118,True,weak_ink_support,loose_placement,partial,train,False
1497,67,True,aligned,loose_placement,partial,train,False
1498,13,True,aligned,loose_placement,exhaustive,train,True
1500,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1502,10,True,weak_ink_support,loose_placement,sparse,train,False
1503,90,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1505,23,True,aligned,loose_placement,partial,train,False
1507,89,True,weak_ink_support,loose_placement,partial,train,False
1511,69,True,weak_ink_support,loose_placement,sparse,train,False
1535,152,True,weak_ink_support,loose_placement,exhaustive,val,True
1537,44,True,weak_ink_support,loose_placement,sparse,train,False
1538,88,True,weak_ink_support,loose_placement,partial,train,False
1539,1,True,weak_ink_support,loose_placement,partial,val,False
1540,162,True,weak_ink_support,traced_merged_cells,sparse,train,False
1541,64,True,weak_ink_support,loose_placement,partial,train,False
1542,19,True,weak_ink_support,loose_placement,sparse,train,False
1543,26,True,weak_ink_support,loose_placement,partial,train,False
1544,66,True,weak_ink_support,loose_placement,partial,train,False
1546,87,True,weak_ink_support,loose_placement,partial,train,False
1548,130,True,weak_ink_support,loose_placement,partial,train,False
1549,72,True,weak_ink_support,traced_merged_cells,partial,train,False
1552,118,True,aligned,traced_single_cell,partial,train,False
1553,67,True,weak_ink_support,loose_placement,partial,train,False
1554,13,True,weak_ink_support,loose_placement,exhaustive,train,True
1555,25,True,weak_ink_support,loose_placement,partial,train,False
1556,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1558,10,True,weak_ink_support,loose_placement,sparse,train,False
1559,90,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1560,255,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1561,23,True,weak_ink_support,loose_placement,partial,train,False
1563,89,True,weak_ink_support,loose_placement,partial,train,False
1567,69,True,weak_ink_support,loose_placement,sparse,train,False
1593,44,True,weak_ink_support,loose_placement,sparse,train,False
1594,88,True,aligned,loose_placement,partial,train,False
1595,1,True,weak_ink_support,loose_placement,partial,val,False
1596,162,True,weak_ink_support,loose_placement,sparse,train,False
1597,64,True,weak_ink_support,loose_placement,partial,train,False
1598,19,True,aligned,loose_placement,sparse,train,False
1599,26,True,weak_ink_support,traced_single_cell,partial,train,False
1600,66,True,weak_ink_support,traced_single_cell,partial,train,False
1602,87,True,weak_ink_support,loose_placement,partial,train,False
1604,130,True,weak_ink_support,traced_merged_cells,partial,train,False
1605,72,True,weak_ink_support,loose_placement,partial,train,False
1608,118,True,weak_ink_support,traced_merged_cells,partial,train,False
1609,67,True,weak_ink_support,loose_placement,partial,train,False
1610,13,True,weak_ink_support,loose_placement,exhaustive,train,True
1611,25,True,weak_ink_support,loose_placement,partial,train,False
1612,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1616,255,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1617,23,True,aligned,loose_placement,partial,train,False
1619,89,True,weak_ink_support,loose_placement,partial,train,False
1622,128,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1623,69,True,weak_ink_support,loose_placement,sparse,train,False
1649,44,True,weak_ink_support,loose_placement,sparse,train,False
1650,88,True,weak_ink_support,loose_placement,partial,train,False
1651,1,True,weak_ink_support,loose_placement,partial,val,False
1653,64,True,weak_ink_support,loose_placement,partial,train,False
1654,19,True,weak_ink_support,loose_placement,sparse,train,False
1655,26,True,weak_ink_support,loose_placement,partial,train,False
1656,66,True,aligned,loose_placement,partial,train,False
1658,87,True,weak_ink_support,loose_placement,partial,train,False
1659,170,True,weak_ink_support,loose_placement,partial,train,False
1660,130,True,weak_ink_support,loose_placement,partial,train,False
1661,72,True,weak_ink_support,loose_placement,partial,train,False
1664,118,True,weak_ink_support,loose_placement,partial,train,False
1665,67,True,weak_ink_support,loose_placement,partial,train,False
1667,25,True,aligned,traced_single_cell,partial,train,False
1668,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1670,10,True,weak_ink_support,blank_plate,sparse,train,False
1673,23,True,weak_ink_support,loose_placement,partial,train,False
1675,89,True,weak_ink_support,loose_placement,partial,train,False
1677,53,True,weak_ink_support,loose_placement,partial,train,False
1678,128,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1679,69,True,weak_ink_support,loose_placement,sparse,train,False
1705,44,True,weak_ink_support,loose_placement,sparse,train,False
1707,1,True,weak_ink_support,loose_placement,partial,val,False
1708,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1709,64,True,aligned,loose_placement,partial,train,False
1710,19,True,weak_ink_support,loose_placement,sparse,train,False
1711,26,True,weak_ink_support,loose_placement,partial,train,False
1712,66,True,weak_ink_support,traced_single_cell,partial,train,False
1713,96,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1714,87,True,weak_ink_support,loose_placement,partial,train,False
1715,170,True,weak_ink_support,loose_placement,partial,train,False
1716,130,True,weak_ink_support,traced_merged_cells,partial,train,False
1717,72,True,weak_ink_support,loose_placement,partial,train,False
1718,99,True,weak_ink_support,loose_placement,sparse,val,False
1720,118,True,weak_ink_support,loose_placement,partial,train,False
1721,67,True,weak_ink_support,traced_single_cell,partial,train,False
1723,25,True,weak_ink_support,traced_single_cell,partial,train,False
1727,90,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1729,23,True,weak_ink_support,loose_placement,partial,train,False
1731,89,True,weak_ink_support,loose_placement,partial,train,False
1733,53,True,weak_ink_support,loose_placement,partial,train,False
1735,69,True,weak_ink_support,loose_placement,sparse,train,False
1760,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1761,44,True,weak_ink_support,loose_placement,sparse,train,False
1763,1,True,weak_ink_support,loose_placement,partial,val,False
1764,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1765,78,True,aligned,traced_single_cell,partial,train,False
1766,19,True,weak_ink_support,loose_placement,sparse,train,False
1767,26,True,weak_ink_support,loose_placement,partial,train,False
1768,66,True,weak_ink_support,loose_placement,partial,train,False
1770,87,True,weak_ink_support,loose_placement,partial,train,False
1771,170,True,weak_ink_support,loose_placement,partial,train,False
1772,130,True,weak_ink_support,traced_single_cell,partial,train,False
1774,99,True,weak_ink_support,loose_placement,sparse,val,False
1775,30,True,weak_ink_support,loose_placement,partial,train,False
1776,118,True,weak_ink_support,traced_single_cell,partial,train,False
1777,67,True,weak_ink_support,loose_placement,partial,train,False
1779,25,True,weak_ink_support,loose_placement,partial,train,False
1781,29,True,weak_ink_support,loose_placement,partial,train,False
1785,23,True,weak_ink_support,loose_placement,partial,train,False
1787,89,True,aligned,loose_placement,partial,train,False
1789,53,True,aligned,traced_single_cell,partial,train,False
1791,69,True,weak_ink_support,loose_placement,sparse,train,False
1816,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1817,44,True,weak_ink_support,loose_placement,sparse,train,False
1819,1,True,weak_ink_support,loose_placement,partial,val,False
1820,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1821,78,True,aligned,loose_placement,partial,train,False
1822,19,True,weak_ink_support,loose_placement,sparse,train,False
1823,26,True,weak_ink_support,loose_placement,partial,train,False
1824,66,True,weak_ink_support,loose_placement,partial,train,False
1826,87,True,weak_ink_support,loose_placement,partial,train,False
1827,170,True,weak_ink_support,loose_placement,partial,train,False
1828,130,True,weak_ink_support,loose_placement,partial,train,False
1829,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1830,99,True,weak_ink_support,loose_placement,sparse,val,False
1831,30,True,weak_ink_support,loose_placement,partial,train,False
1832,118,True,weak_ink_support,traced_single_cell,partial,train,False
1833,67,True,weak_ink_support,loose_placement,partial,train,False
1835,25,True,weak_ink_support,loose_placement,partial,train,False
1836,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1837,29,True,weak_ink_support,loose_placement,partial,train,False
1838,48,True,weak_ink_support,loose_placement,sparse,val,False
1841,23,True,weak_ink_support,loose_placement,partial,train,False
1843,89,True,weak_ink_support,loose_placement,partial,train,False
1844,3,True,weak_ink_support,loose_placement,partial,train,False
1845,53,True,weak_ink_support,traced_merged_cells,partial,train,False
1847,69,True,weak_ink_support,loose_placement,sparse,train,False
1872,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1873,44,True,weak_ink_support,loose_placement,sparse,train,False
1875,1,True,weak_ink_support,loose_placement,partial,val,False
1876,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1877,78,True,aligned,traced_single_cell,partial,train,False
1878,19,True,weak_ink_support,loose_placement,sparse,train,False
1879,26,True,weak_ink_support,loose_placement,partial,train,False
1880,66,True,aligned,traced_single_cell,partial,train,False
1882,87,True,weak_ink_support,loose_placement,partial,train,False
1883,170,True,weak_ink_support,loose_placement,partial,train,False
1884,130,True,weak_ink_support,loose_placement,partial,train,False
1885,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1887,30,True,weak_ink_support,loose_placement,partial,train,False
1888,118,True,weak_ink_support,loose_placement,partial,train,False
1889,67,True,weak_ink_support,loose_placement,partial,train,False
1891,25,True,weak_ink_support,loose_placement,partial,train,False
1892,252,True,weak_ink_support,loose_placement,exhaustive,train,True
1894,48,True,weak_ink_support,loose_placement,sparse,val,False
1897,23,True,weak_ink_support,loose_placement,partial,train,False
1900,3,True,weak_ink_support,loose_placement,partial,train,False
1901,53,True,weak_ink_support,loose_placement,partial,train,False
1903,69,True,weak_ink_support,loose_placement,sparse,train,False
1927,6,True,aligned,traced_single_cell,partial,train,False
1928,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1929,44,True,weak_ink_support,loose_placement,sparse,train,False
1931,1,True,weak_ink_support,loose_placement,partial,val,False
1932,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
1933,78,True,weak_ink_support,loose_placement,partial,train,False
1934,19,True,weak_ink_support,loose_placement,sparse,train,False
1935,26,True,weak_ink_support,loose_placement,partial,train,False
1936,66,True,aligned,traced_single_cell,partial,train,False
1938,87,True,weak_ink_support,loose_placement,partial,train,False
1939,170,True,weak_ink_support,loose_placement,partial,train,False
1940,130,True,weak_ink_support,loose_placement,partial,train,False
1941,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1943,30,True,weak_ink_support,traced_merged_cells,partial,train,False
1944,118,True,weak_ink_support,loose_placement,partial,train,False
1945,67,True,weak_ink_support,loose_placement,partial,train,False
1947,25,True,weak_ink_support,loose_placement,partial,train,False
1948,252,True,aligned,loose_placement,exhaustive,train,True
1950,48,True,weak_ink_support,loose_placement,sparse,val,False
1953,23,True,weak_ink_support,loose_placement,partial,train,False
1956,3,True,weak_ink_support,loose_placement,partial,train,False
1957,53,True,weak_ink_support,loose_placement,partial,train,False
1959,69,True,weak_ink_support,loose_placement,sparse,train,False
1983,6,True,aligned,traced_single_cell,partial,train,False
1984,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
1985,44,True,weak_ink_support,blank_plate,sparse,train,False
1986,88,True,weak_ink_support,loose_placement,partial,train,False
1987,1,True,weak_ink_support,loose_placement,partial,val,False
1989,78,True,weak_ink_support,loose_placement,partial,train,False
1990,19,True,weak_ink_support,loose_placement,sparse,train,False
1991,26,True,aligned,loose_placement,partial,train,False
1992,66,True,weak_ink_support,loose_placement,partial,train,False
1994,87,True,weak_ink_support,traced_merged_cells,partial,train,False
1996,130,True,weak_ink_support,loose_placement,partial,train,False
1999,30,True,weak_ink_support,loose_placement,partial,train,False
2000,118,True,weak_ink_support,traced_single_cell,partial,train,False
2001,67,True,weak_ink_support,loose_placement,partial,train,False
2002,108,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2003,25,True,weak_ink_support,loose_placement,partial,train,False
2004,252,True,weak_ink_support,traced_single_cell,exhaustive,train,True
2005,22,True,weak_ink_support,loose_placement,partial,train,False
2006,48,True,weak_ink_support,loose_placement,sparse,val,False
2009,23,True,weak_ink_support,loose_placement,partial,train,False
2011,186,True,weak_ink_support,loose_placement,partial,train,False
2012,3,True,aligned,loose_placement,partial,train,False
2013,53,True,weak_ink_support,loose_placement,partial,train,False
2015,69,True,weak_ink_support,loose_placement,sparse,train,False
2040,161,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2042,88,True,weak_ink_support,loose_placement,partial,train,False
2043,1,True,weak_ink_support,loose_placement,partial,val,False
2045,78,True,weak_ink_support,loose_placement,partial,train,False
2047,26,True,weak_ink_support,loose_placement,partial,train,False
2048,66,True,weak_ink_support,loose_placement,partial,train,False
2050,87,True,weak_ink_support,loose_placement,partial,train,False
2052,130,True,weak_ink_support,loose_placement,partial,train,False
2055,30,True,weak_ink_support,loose_placement,partial,train,False
2056,118,True,aligned,loose_placement,partial,train,False
2057,67,True,weak_ink_support,loose_placement,partial,train,False
2058,108,True,modern_proxy_suspect,blank_plate,no_drawn_cells,val,False
2059,25,True,weak_ink_support,traced_merged_cells,partial,train,False
2060,252,True,weak_ink_support,traced_single_cell,exhaustive,train,True
2061,22,True,weak_ink_support,loose_placement,partial,train,False
2062,48,True,weak_ink_support,loose_placement,sparse,val,False
2065,23,True,modern_proxy_suspect,loose_placement,partial,train,False
2066,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2067,186,True,weak_ink_support,loose_placement,partial,train,False
2068,3,True,aligned,loose_placement,partial,train,False
2069,53,True,weak_ink_support,loose_placement,partial,train,False
2071,69,True,weak_ink_support,loose_placement,sparse,train,False
2098,88,True,weak_ink_support,loose_placement,partial,train,False
2099,1,True,weak_ink_support,loose_placement,partial,val,False
2103,26,True,weak_ink_support,loose_placement,partial,train,False
2104,66,True,weak_ink_support,loose_placement,partial,train,False
2106,87,True,weak_ink_support,loose_placement,partial,train,False
2108,130,True,aligned,loose_placement,partial,train,False
2111,30,True,weak_ink_support,loose_placement,partial,train,False
2112,118,True,weak_ink_support,loose_placement,partial,train,False
2113,67,True,weak_ink_support,loose_placement,partial,train,False
2114,108,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2115,25,True,weak_ink_support,loose_placement,partial,train,False
2116,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2117,22,True,weak_ink_support,loose_placement,partial,train,False
2118,48,True,weak_ink_support,loose_placement,sparse,val,False
2121,23,True,modern_proxy_suspect,traced_single_cell,partial,train,False
2122,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2123,186,True,weak_ink_support,loose_placement,partial,train,False
2124,3,True,weak_ink_support,loose_placement,partial,train,False
2125,53,True,weak_ink_support,loose_placement,partial,train,False
2127,69,True,weak_ink_support,loose_placement,sparse,train,False
2151,6,True,aligned,loose_placement,partial,train,False
2154,88,True,weak_ink_support,loose_placement,partial,train,False
2155,1,True,weak_ink_support,loose_placement,partial,val,False
2158,114,True,weak_ink_support,loose_placement,partial,train,False
2159,26,True,aligned,loose_placement,partial,train,False
2160,66,True,weak_ink_support,loose_placement,partial,train,False
2162,87,True,weak_ink_support,loose_placement,partial,train,False
2164,130,True,aligned,loose_placement,partial,train,False
2167,30,True,weak_ink_support,loose_placement,partial,train,False
2168,118,True,weak_ink_support,traced_single_cell,partial,train,False
2169,67,True,weak_ink_support,loose_placement,partial,train,False
2171,25,True,weak_ink_support,loose_placement,partial,train,False
2172,252,True,weak_ink_support,traced_merged_cells,exhaustive,train,True
2173,22,True,weak_ink_support,loose_placement,partial,train,False
2174,48,True,weak_ink_support,loose_placement,sparse,val,False
2175,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2177,23,True,weak_ink_support,loose_placement,partial,train,False
2178,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2179,186,True,weak_ink_support,loose_placement,partial,train,False
2181,53,True,weak_ink_support,loose_placement,partial,train,False
2183,69,True,weak_ink_support,loose_placement,sparse,train,False
2210,88,True,weak_ink_support,loose_placement,partial,train,False
2211,1,True,weak_ink_support,loose_placement,partial,val,False
2214,114,True,weak_ink_support,loose_placement,partial,train,False
2215,26,True,aligned,loose_placement,partial,train,False
2216,66,True,weak_ink_support,loose_placement,partial,train,False
2218,87,True,aligned,loose_placement,partial,train,False
2220,130,True,weak_ink_support,loose_placement,partial,train,False
2223,30,True,weak_ink_support,loose_placement,partial,train,False
2224,118,True,weak_ink_support,loose_placement,partial,train,False
2225,67,True,weak_ink_support,loose_placement,partial,train,False
2227,25,True,weak_ink_support,loose_placement,partial,train,False
2228,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2229,22,True,weak_ink_support,loose_placement,partial,train,False
2230,48,True,weak_ink_support,loose_placement,sparse,val,False
2231,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2233,23,True,weak_ink_support,traced_merged_cells,partial,train,False
2234,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2235,186,True,weak_ink_support,loose_placement,partial,train,False
2239,69,True,weak_ink_support,loose_placement,sparse,train,False
2265,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2266,88,True,weak_ink_support,loose_placement,partial,train,False
2267,1,True,weak_ink_support,loose_placement,partial,val,False
2268,104,True,weak_ink_support,blank_plate,off_plate,excluded_off_plate,False
2270,114,True,weak_ink_support,loose_placement,partial,train,False
2271,26,True,weak_ink_support,loose_placement,partial,train,False
2272,66,True,weak_ink_support,loose_placement,partial,train,False
2274,87,True,weak_ink_support,loose_placement,partial,train,False
2276,130,True,weak_ink_support,loose_placement,partial,train,False
2279,30,True,weak_ink_support,traced_single_cell,partial,train,False
2280,118,True,weak_ink_support,loose_placement,partial,train,False
2281,67,True,weak_ink_support,loose_placement,partial,train,False
2283,25,True,weak_ink_support,loose_placement,partial,train,False
2284,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2285,22,True,weak_ink_support,loose_placement,partial,train,False
2286,48,True,weak_ink_support,loose_placement,sparse,val,False
2287,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2288,15,True,weak_ink_support,loose_placement,partial,train,False
2289,23,True,weak_ink_support,loose_placement,partial,train,False
2291,186,True,weak_ink_support,loose_placement,partial,train,False
2321,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2322,88,True,weak_ink_support,loose_placement,partial,train,False
2323,1,True,weak_ink_support,loose_placement,partial,val,False
2326,114,True,weak_ink_support,loose_placement,partial,train,False
2327,26,True,weak_ink_support,loose_placement,partial,train,False
2328,66,True,weak_ink_support,traced_merged_cells,partial,train,False
2330,87,True,weak_ink_support,loose_placement,partial,train,False
2331,176,True,weak_ink_support,loose_placement,partial,train,False
2335,30,True,weak_ink_support,loose_placement,partial,train,False
2337,67,True,weak_ink_support,loose_placement,partial,train,False
2339,25,True,weak_ink_support,loose_placement,partial,train,False
2340,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2341,22,True,weak_ink_support,loose_placement,partial,train,False
2342,48,True,weak_ink_support,loose_placement,sparse,val,False
2343,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2344,15,True,weak_ink_support,traced_single_cell,partial,train,False
2345,23,True,weak_ink_support,loose_placement,partial,train,False
2347,186,True,weak_ink_support,loose_placement,partial,train,False
2348,3,True,weak_ink_support,loose_placement,partial,train,False
2351,185,True,aligned,traced_merged_cells,partial,train,False
2377,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2378,88,True,aligned,traced_single_cell,partial,train,False
2379,1,True,weak_ink_support,loose_placement,partial,val,False
2382,114,True,weak_ink_support,loose_placement,partial,train,False
2383,26,True,aligned,loose_placement,partial,train,False
2384,66,True,weak_ink_support,loose_placement,partial,train,False
2386,87,True,weak_ink_support,loose_placement,partial,train,False
2387,176,True,weak_ink_support,loose_placement,partial,train,False
2388,212,True,aligned,loose_placement,partial,train,False
2391,30,True,weak_ink_support,loose_placement,partial,train,False
2393,67,True,weak_ink_support,loose_placement,partial,train,False
2395,25,True,weak_ink_support,loose_placement,partial,train,False
2396,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2397,22,True,weak_ink_support,loose_placement,partial,train,False
2398,48,True,weak_ink_support,loose_placement,sparse,val,False
2399,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2400,15,True,aligned,traced_single_cell,partial,train,False
2401,23,True,weak_ink_support,loose_placement,partial,train,False
2403,186,True,weak_ink_support,loose_placement,partial,train,False
2404,3,True,weak_ink_support,loose_placement,partial,train,False
2407,185,True,weak_ink_support,loose_placement,partial,train,False
2433,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2434,88,True,aligned,traced_single_cell,partial,train,False
2435,1,True,weak_ink_support,loose_placement,partial,val,False
2440,66,True,weak_ink_support,loose_placement,partial,train,False
2441,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2443,176,True,weak_ink_support,loose_placement,partial,train,False
2444,212,True,aligned,loose_placement,partial,train,False
2449,67,True,weak_ink_support,loose_placement,partial,train,False
2451,25,True,weak_ink_support,loose_placement,partial,train,False
2452,252,True,weak_ink_support,loose_placement,exhaustive,train,True
2453,22,True,weak_ink_support,loose_placement,partial,train,False
2454,48,True,aligned,loose_placement,sparse,val,False
2455,91,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2456,15,True,weak_ink_support,loose_placement,partial,train,False
2457,23,True,weak_ink_support,traced_merged_cells,partial,train,False
2459,186,True,weak_ink_support,loose_placement,partial,train,False
2460,3,True,weak_ink_support,loose_placement,partial,train,False
2463,185,True,aligned,loose_placement,partial,train,False
2489,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2490,88,True,weak_ink_support,traced_single_cell,partial,train,False
2491,1,True,aligned,loose_placement,partial,val,False
2493,78,True,aligned,loose_placement,partial,train,False
2495,193,True,aligned,traced_merged_cells,partial,train,False
2496,66,True,weak_ink_support,traced_merged_cells,partial,train,False
2498,9,True,weak_ink_support,loose_placement,partial,train,False
2499,176,True,weak_ink_support,loose_placement,partial,train,False
2500,212,True,aligned,loose_placement,partial,train,False
2505,67,True,weak_ink_support,loose_placement,partial,train,False
2507,25,True,weak_ink_support,loose_placement,partial,train,False
2509,22,True,weak_ink_support,loose_placement,partial,train,False
2512,15,True,weak_ink_support,loose_placement,partial,train,False
2513,23,True,weak_ink_support,loose_placement,partial,train,False
2515,186,True,weak_ink_support,loose_placement,partial,train,False
2516,3,True,weak_ink_support,loose_placement,partial,train,False
2518,52,True,aligned,loose_placement,partial,train,False
2519,185,True,weak_ink_support,loose_placement,partial,train,False
2545,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2546,88,True,weak_ink_support,traced_merged_cells,partial,train,False
2547,1,True,weak_ink_support,loose_placement,partial,val,False
2549,78,True,aligned,traced_single_cell,partial,train,False
2552,66,True,weak_ink_support,loose_placement,partial,train,False
2554,9,True,weak_ink_support,loose_placement,partial,train,False
2555,176,True,weak_ink_support,loose_placement,partial,train,False
2559,71,True,weak_ink_support,loose_placement,partial,train,False
2561,67,True,weak_ink_support,loose_placement,partial,train,False
2563,25,True,weak_ink_support,loose_placement,partial,train,False
2565,22,True,weak_ink_support,loose_placement,partial,train,False
2566,48,True,weak_ink_support,loose_placement,sparse,val,False
2568,15,True,aligned,loose_placement,partial,train,False
2569,23,True,aligned,loose_placement,partial,train,False
2571,186,True,weak_ink_support,loose_placement,partial,train,False
2572,3,True,weak_ink_support,loose_placement,partial,train,False
2574,52,True,weak_ink_support,loose_placement,partial,train,False
2575,185,True,weak_ink_support,loose_placement,partial,train,False
2600,75,True,weak_ink_support,traced_merged_cells,partial,train,False
2601,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2602,88,True,weak_ink_support,traced_single_cell,partial,train,False
2603,1,True,weak_ink_support,loose_placement,partial,val,False
2605,78,True,weak_ink_support,loose_placement,partial,train,False
2606,114,True,weak_ink_support,loose_placement,partial,train,False
2607,193,True,aligned,traced_single_cell,partial,train,False
2608,66,True,weak_ink_support,loose_placement,partial,train,False
2610,9,True,weak_ink_support,traced_merged_cells,partial,train,False
2611,176,True,weak_ink_support,loose_placement,partial,train,False
2612,212,True,weak_ink_support,loose_placement,partial,train,False
2615,71,True,weak_ink_support,loose_placement,partial,train,False
2616,119,True,weak_ink_support,loose_placement,partial,train,False
2617,67,True,aligned,loose_placement,partial,train,False
2619,25,True,weak_ink_support,loose_placement,partial,train,False
2621,22,True,weak_ink_support,loose_placement,partial,train,False
2622,48,True,weak_ink_support,loose_placement,sparse,val,False
2624,15,True,weak_ink_support,loose_placement,partial,train,False
2625,23,True,weak_ink_support,loose_placement,partial,train,False
2627,186,True,weak_ink_support,loose_placement,partial,train,False
2628,3,True,weak_ink_support,loose_placement,partial,train,False
2630,52,True,weak_ink_support,loose_placement,partial,train,False
2631,185,True,weak_ink_support,traced_merged_cells,partial,train,False
2656,75,True,weak_ink_support,loose_placement,partial,train,False
2657,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2659,1,True,aligned,loose_placement,partial,val,False
2661,78,True,weak_ink_support,loose_placement,partial,train,False
2662,114,True,weak_ink_support,loose_placement,partial,train,False
2664,66,True,weak_ink_support,loose_placement,partial,train,False
2666,9,True,weak_ink_support,loose_placement,partial,train,False
2667,176,True,weak_ink_support,loose_placement,partial,train,False
2668,212,True,weak_ink_support,loose_placement,partial,train,False
2671,71,True,weak_ink_support,loose_placement,partial,train,False
2672,119,True,weak_ink_support,loose_placement,partial,train,False
2673,67,True,aligned,loose_placement,partial,train,False
2675,25,True,weak_ink_support,loose_placement,partial,train,False
2677,22,True,weak_ink_support,loose_placement,partial,train,False
2678,48,True,weak_ink_support,loose_placement,sparse,val,False
2680,15,True,weak_ink_support,loose_placement,partial,train,False
